drug_key	atc	numerator_value	numerator_unit	denominator_value	denominator_unit	actual_unit	route	route_long	hospital_name	n	drug_names
B01AC09_IV_3000.0_ng_ng/kg/min	B01AC09	3000	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	6	Flolan
B01AC09_IV_3840.0_ng_ng/kg/min	B01AC09	3840	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	6	Flolan
B01AC09_IV_5220.0_ng_ng/kg/min	B01AC09	5220	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	6	Flolan
B01AC09_IH_4500.0_ng_ng/kg/min	B01AC09	4500	ng	1	ml	ng/kg/min	IH	inhalation	Rigshospital_almen	7	Flolan
B01AC09_IV_4380.0_ng_ng/kg/min	B01AC09	4380	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	7	Flolan
B01AC09_IV_4620.0_ng_ng/kg/min	B01AC09	4620	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	7	Flolan
B01AC09_IV_5640.0_ng_ng/kg/min	B01AC09	5640	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	7	Flolan
B01AC09_IV_3780.0_ng_ng/kg/min	B01AC09	3780	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	8	Flolan
B01AC09_IV_3720.0_ng_ng/kg/min	B01AC09	3720	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	9	Flolan
B01AC09_IV_4080.0_ng_ng/kg/min	B01AC09	4080	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	9	Flolan
B01AC09_IV_4500.0_ng_ng/kg/min	B01AC09	4500	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	10	Flolan
B01AC09_IV_5100.0_ng_ng/kg/min	B01AC09	5100	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	10	Flolan
B01AC09_IV_6000.0_ng_ng/kg/min	B01AC09	6000	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	10	Flolan
B01AC09_IV_3900.0_ng_ng/kg/min	B01AC09	3900	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	11	Flolan
B01AC09_IH_10.0_ug_ug/hour	B01AC09	10	ug	1	ml	ug/hour	IH	inhalation	Esbjerg	15	Flolan
B01AC09_IH_20000.0_ng_ng/kg/min	B01AC09	20000	ng	1	ml	ng/kg/min	IH	inhalation	hvidovre	15	Flolan
B01AC09_IV_5000.0_ng_ng/kg/min	B01AC09	5000	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	15	Flolan
B01AC09_IH_4800.0_ng_ng/kg/min	B01AC09	4800	ng	1	ml	ng/kg/min	IH	inhalation	hvidovre, Rigshospital_almen	16	Flolan
B01AC09_IV_3600.0_ng_ng/kg/min	B01AC09	3600	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	16	Flolan
B01AC09_HE_10000.0_ng_ng/kg/min	B01AC09	10000	ng	1	ml	ng/kg/min	HE	heparinization for dialysis (in filter)	Odense_extract, Rigshospital_almen	17	Flolan
B01AC09_IV_5400.0_ng_ng/kg/min	B01AC09	5400	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	19	Flolan
B01AC09_IV_4800.0_ng_ng/kg/min	B01AC09	4800	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	20	Flolan
B01AC09_HE_5000.0_ng_ng/kg/min	B01AC09	5000	ng	1	ml	ng/kg/min	HE	heparinization for dialysis (in filter)	Odense_extract, Rigshospital_almen	22	Flolan
B01AC09_IH_4200.0_ng_ng/kg/min	B01AC09	4200	ng	1	ml	ng/kg/min	IH	inhalation	bispebjerg, hvidovre, Rigshospital_almen	24	Flolan
B01AC09_IV_4200.0_ng_ng/kg/min	B01AC09	4200	ng	1	ml	ng/kg/min	IV	intravenous	Rigshospital_almen	27	Flolan
B01AC09_IH_10000.0_ng_ng/kg/min	B01AC09	10000	ng	1	ml	ng/kg/min	IH	inhalation	hvidovre	34	Flolan
B01AC22_GA_10.0_mg_mg	B01AC22	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	6	Efient
B01AC24_GA_180_mg_mg	B01AC24	180	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg	20	Brilique
B01AC24_GA_90.0_mg_mg	B01AC24	90	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	87	Brilique
B01AC24_GA_90_mg_mg	B01AC24	90	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	348	Brilique
B01AD02_IL_10_mg_mg	B01AD02	10	mg	NA	NA	mg	IL	interlobar (in pleural drain)	Odense_extract	11	Actilyse
B01AE03_IV_1.0_mg_mg/hour	B01AE03	1	mg	1	ml	mg/hour	IV	intravenous	Kolding_extract	9	Novastan
B01AE03_IV_1000.0_ug_ug/kg/min	B01AE03	1000	ug	1	ml	ug/kg/min	IV	intravenous	Kolding_extract, Odense_extract	26	Novastan
B01AE07_GA_110_mg_mg	B01AE07	110	mg	NA	NA	mg	GA	gastrointestinal = peroral	Svendborg_extract	6	Pradaxa
B01AE07_GA_110.0_mg_mg	B01AE07	110	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev	7	Pradaxa
B01AE07_GA_150_mg_mg	B01AE07	150	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Odense_extract, Vejle_extract	27	Pradaxa
B01AF01_GA_10_mg_mg	B01AF01	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	6	Xarelto
B01AF01_GA_20_mg_mg	B01AF01	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract	18	Xarelto
B01AF02_GA_5.0_mg_mg	B01AF02	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Vejle_extract	17	Eliquis
B01AF02_GA_2.5_mg_mg	B01AF02	2.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Vejle_extract	20	Eliquis
B01AX05_SC_1.25_mg_mg	B01AX05	1.25	mg	NA	NA	mg	SC	subcutaneous	Esbjerg	5	Arixtra
B01AX05_SC_5.0_mg_mg	B01AX05	5	mg	NA	NA	mg	SC	subcutaneous	Kolding_extract	5	Arixtra
B01AX05_SC_1.5_mg_mg	B01AX05	1.5	mg	NA	NA	mg	SC	subcutaneous	Esbjerg	6	Arixtra
B01AX05_SC_2.5_mg_mg	B01AX05	2.5	mg	NA	NA	mg	SC	subcutaneous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	219	Arixtra
B02AA02_IV_1.5_g_g	B02AA02	1.5	g	NA	NA	g	IV	intravenous	Rigshospital_almen	5	Tranexamsyre """"Pfizer""""
B02AA02_IV_1_g_g	B02AA02	1	g	NA	NA	g	IV	intravenous	bispebjerg	5	Tranexamsyre """"pfizer""""
B02AA02_IV_500_mg_mg	B02AA02	500	mg	NA	NA	mg	IV	intravenous	Esbjerg	6	Cyklokapron, Tranexamsyre """"pfizer""""
B02AA02_IV_1000_mg_mg	B02AA02	1000	mg	NA	NA	mg	IV	intravenous	Esbjerg	9	Cyklokapron, Tranexamsyre """"pfizer"""", Tranexamsyre Life
B02AA02_IV_1000.0_mg_mg	B02AA02	1000	mg	NA	NA	mg	IV	intravenous	herlev	12	Cyklokapron Orifarm, Cyklokapron Pfizer, Tranexamsyre, Tranexamsyre """"Pfizer""""
B02AA02_IV_0.25_g_g	B02AA02	0.25	g	NA	NA	g	IV	intravenous	Esbjerg, Odense_extract	26	Tranexamsyre """"pfizer""""
B02AA02_IV_0.5_g_g	B02AA02	0.5	g	NA	NA	g	IV	intravenous	bispebjerg, Esbjerg, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	59	Tranexamsyre """"pfizer"""", Tranexamsyre """"Pfizer""""
B02AA02_IV_1.0_g_g	B02AA02	1	g	NA	NA	g	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	437	Tranexamsyre """"pfizer"""", Tranexamsyre """"Pfizer""""
B02BA01_GA_10_mg_mg	B02BA01	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	5	Konakion Novum, Menadion """"Medic""""
B02BA01_IV_2.0_mg_mg	B02BA01	2	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Konakion Novum
B02BA01_IV_20_mg_mg	B02BA01	20	mg	NA	NA	mg	IV	intravenous	Soenderborg_extract	5	Konakion Novum
B02BA01_GA_10.0_mg_mg	B02BA01	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev	6	Konakion Novum, Menadion """"Medic""""
B02BA01_IV_4.0_mg_mg	B02BA01	4	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	8	Konakion Novum
B02BA01_IV_10_mg_mg	B02BA01	10	mg	NA	NA	mg	IV	intravenous	Kolding_extract, Soenderborg_extract	26	Konakion novum, Konakion Novum
B02BA01_IV_5.0_mg_mg	B02BA01	5	mg	NA	NA	mg	IV	intravenous	herlev, Kolding_extract, Odense_extract, Rigshospital_almen	38	Konakion novum, Konakion Novum
B02BA01_IV_10.0_mg_mg	B02BA01	10	mg	NA	NA	mg	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	989	Konakion novum, Konakion Novum
B02BD02_IV_2000_iu_iu	B02BD02	2000	iu	NA	NA	iu	IV	intravenous	Esbjerg	5	Refacto AF
B03A_OR_14_drops_drops	B03A	14	drops	NA	NA	drops	OR	oral	Vejle_extract	5	Jern MEDIC
B03A_GA_2_ml_ml	B03A	2	ml	NA	NA	ml	GA	gastrointestinal = peroral	Esbjerg	9	Jern MEDIC
B03A_GA_14_drops_drops	B03A	14	drops	NA	NA	drops	GA	gastrointestinal = peroral	Esbjerg, Kolding_extract	11	Jern MEDIC
B03AA01_GA_26.0_drops_drops	B03AA01	26	drops	NA	NA	drops	GA	gastrointestinal = peroral	Rigshospital_almen	5	Glycifer
B03AA01_GA_1.0_ml_ml	B03AA01	1	ml	NA	NA	ml	GA	gastrointestinal = peroral	Svendborg_extract	18	Glycifer
B03AA01_GA_26_drops_drops	B03AA01	26	drops	NA	NA	drops	GA	gastrointestinal = peroral	Esbjerg, Soenderborg_extract, Vejle_extract	105	Glycifer
B03AA02_GA_2_pcs_pcs	B03AA02	2	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	Vejle_extract	8	Jern C
B03AA02_GA_1.0_pcs_pcs	B03AA02	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	herlev, Rigshospital_almen	37	Jern C, Jern C """"medic""""
B03AA02_GA_1_pcs_pcs	B03AA02	1	pcs	NA	NA	pcs	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	82	Jern C, Jern C """"medic""""
B03AA07_GA_100.0_mg_mg	B03AA07	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Ferro Duretter
B03AA07_GA_100_mg_mg	B03AA07	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Soenderborg_extract, Vejle_extract	42	Ferro Duretter
B03BA01_GA_1.0_mg_mg	B03BA01	1	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	20	Betolvex
B03BA01_GA_1_mg_mg	B03BA01	1	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	32	Betolvex
B03BB01_IV_10.0_mg_mg	B03BB01	10	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	5	Folinsyre, Folinsyre SAD
B03BB01_GA_10.0_mg_mg	B03BB01	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	7	Folimet, Folinsyre, Folinsyre SAD
B03BB01_IV_5.0_mg_mg	B03BB01	5	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	10	Folinsyre, Folinsyre SAD
B03BB01_GA_0.4_mg_mg	B03BB01	0.4	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	11	Apovit Folinsyre, Folinsyre SAD
B03BB01_GA_1.0_mg_mg	B03BB01	1	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	43	Apovit Folinsyre, Folimet, Folinsyre, Folinsyre SAD
B03BB01_IV_1.0_mg_mg	B03BB01	1	mg	NA	NA	mg	IV	intravenous	Rigshospital_almen	100	Folinsyre, Folinsyre SAD
B03BB01_GA_5.0_mg_mg	B03BB01	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	134	Apovit Folinsyre, Folimet, Folinsyre SAD
B03BB01_GA_5_mg_mg	B03BB01	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	214	Folimet, Folinsyre SAD
B03XA02_SC_40_ug_ug	B03XA02	40	ug	NA	NA	ug	SC	subcutaneous	Svendborg_extract	5	Aranesp
B03XA02_IV_30.0_ug_ug	B03XA02	30	ug	NA	NA	ug	IV	intravenous	Rigshospital_almen	6	Aranesp
B05AA01_IV_100.0_ml_ml	B05AA01	100	ml	NA	NA	ml	IV	intravenous	Rigshospital_almen	5	Albumin Baxter, Albumin Behring, Human Albumin """"CSL Behring""""
B05AA01_IV_100_ml_ml	B05AA01	100	ml	NA	NA	ml	IV	intravenous	bispebjerg	9	Human Albumin """"CSL Behring""""
B05BA02_IV_1_pcs_pcs	B05BA02	1	pcs	NA	NA	pcs	IV	intravenous	Svendborg_extract	5	SMOFlipid
B05BA03_IV_100.0_ml_ml/hour	B05BA03	100	ml	1	ml	ml/hour	IV	intravenous	hvidovre	11	Glucos """"Fresenius Kabi"""", Glukose SAD
B05BA03_IV_500.0_ml_ml/hour	B05BA03	500	ml	1	ml	ml/hour	IV	intravenous	herlev, Kolding_extract	15	Glucos """"Fresenius Kabi"""", Glucosemonohydrat, Glukose SAD
B05BA10_IV_1.0_ml_ml	B05BA10	1	ml	NA	NA	ml	IV	intravenous	Svendborg_extract	5	SmofKabiven
B05BA10_IV_1_applic._applic.	B05BA10	1	applic.	NA	NA	applic.	IV	intravenous	Svendborg_extract	5	SmofKabiven
B05BA10_IV_2300.0_ml_ml	B05BA10	2300	ml	NA	NA	ml	IV	intravenous	Svendborg_extract	6	SmofKabiven
B05BA10_IV_1500.0_ml_ml	B05BA10	1500	ml	NA	NA	ml	IV	intravenous	Svendborg_extract	10	SmofKabiven
B05BA10_IV_1477.0_ml_ml	B05BA10	1477	ml	NA	NA	ml	IV	intravenous	Svendborg_extract	13	SmofKabiven
B05BA10_IV_1970.0_ml_ml	B05BA10	1970	ml	NA	NA	ml	IV	intravenous	Svendborg_extract	16	SmofKabiven
B05BA10_IV_1_pcs_pcs	B05BA10	1	pcs	NA	NA	pcs	IV	intravenous	Svendborg_extract	84	Kabiven, SmofKabiven, SmofKabiven Perifer, SmofKabiven-vit-sporst
B05BB01_IV_72.0_ml_ml/hour	B05BB01	72	ml	1	ml	ml/hour	IV	intravenous	Odense_extract	9	Natriumklorid
B05BB01_IH_4.0_ml_ml	B05BB01	4	ml	NA	NA	ml	IH	inhalation	Rigshospital_almen	20	Natriumklorid """"B. Braun"""", Natriumklorid """"Baxter"""" 9 mg/ml, Natriumklorid """"Braun"""" Mini-plasco, Natriumklorid 9mg/ml Fres.Kabi
B05BB02_IV_1.0_ml_ml/hour	B05BB02	1	ml	1	ml	ml/hour	IV	intravenous	hvidovre	8	Glukose-Kalium Til fremstilling af GIK-drop
B05XA_GA_150_umol_umol	B05XA	150	umol	NA	NA	umol	GA	gastrointestinal = peroral	Svendborg_extract	5	Zinksulfat, Zinksulfat sad
B05XA_GA_20.0_umol_umol	B05XA	20	umol	NA	NA	umol	GA	gastrointestinal = peroral	herlev	5	Zinksulfat
B05XA_GA_630.0_umol_umol/kg	B05XA	630	umol	NA	NA	umol/kg	GA	gastrointestinal = peroral	herlev	5	Zinksulfat
B05XA_IV_100.0_umol_umol	B05XA	100	umol	NA	NA	umol	IV	intravenous	Rigshospital_almen	5	Zinksulfat SAD
B05XA_GA_1400_umol_umol	B05XA	1400	umol	NA	NA	umol	GA	gastrointestinal = peroral	bispebjerg	6	Zinksulfat
B05XA_GA_500.0_umol_umol	B05XA	500	umol	NA	NA	umol	GA	gastrointestinal = peroral	Odense_extract	6	Zinksulfat
B05XA_IV_1.0_ml_ml	B05XA	1	ml	NA	NA	ml	IV	intravenous	Rigshospital_almen	6	Zinksulfat SAD
B05XA_GA_10.0_ml_ml	B05XA	10	ml	NA	NA	ml	GA	gastrointestinal = peroral	herlev	8	Zinksulfat, Zinksulfat SAD
B05XA_GA_630_umol_umol/kg	B05XA	630	umol	NA	NA	umol/kg	GA	gastrointestinal = peroral	bispebjerg	9	Zinksulfat
B05XA_GA_672.0_umol_umol/kg	B05XA	672	umol	NA	NA	umol/kg	GA	gastrointestinal = peroral	Odense_extract	12	Zinksulfat
B05XA_GA_0.07_umol_umol	B05XA	0.07	umol	1	ml	umol	GA	gastrointestinal = peroral	herlev	14	Zinksulfat
B05XA_GA_10.0_umol_umol	B05XA	10	umol	NA	NA	umol	GA	gastrointestinal = peroral	herlev, Odense_extract	14	Zinksulfat
B05XA_IV_0.15_mmol_mmol	B05XA	0.15	mmol	NA	NA	mmol	IV	intravenous	Rigshospital_almen	15	Zinksulfat sad, Zinksulfat SAD
B05XA_GA_1400.0_umol_umol	B05XA	1400	umol	NA	NA	umol	GA	gastrointestinal = peroral	herlev, Odense_extract	17	Zinksulfat
B05XA_GA_1050.0_umol_umol	B05XA	1050	umol	NA	NA	umol	GA	gastrointestinal = peroral	herlev, Odense_extract	20	Zinksulfat
B05XA_IV_300.0_umol_umol	B05XA	300	umol	NA	NA	umol	IV	intravenous	Rigshospital_almen	40	Zinksulfat sad, Zinksulfat SAD
B05XA_IV_45.0_umol_umol	B05XA	45	umol	NA	NA	umol	IV	intravenous	bispebjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen	63	Zinksulfat sad, Zinksulfat SAD
B05XA_IV_1.5_umol_umol	B05XA	1.5	umol	1	ml	umol	IV	intravenous	Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract	82	Zinksulfat sad, Zinksulfat SAD
B05XA_GA_70.0_umol_umol	B05XA	70	umol	1	ml	umol	GA	gastrointestinal = peroral	herlev, Kolding_extract, Svendborg_extract	87	Zinksulfat
B05XA_IV_1.5_umol_umol/kg	B05XA	1.5	umol	1	ml	umol/kg	IV	intravenous	Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract	95	Zinksulfat sad, Zinksulfat SAD
B05XA_IV_0.6_umol_umol	B05XA	0.6	umol	1	ml	umol	IV	intravenous	Rigshospital_almen	143	Zinksulfat sad, Zinksulfat SAD
B05XA_GA_350.0_umol_umol	B05XA	350	umol	NA	NA	umol	GA	gastrointestinal = peroral	herlev, hvidovre, Kolding_extract, Odense_extract, Vejle_extract	199	Zinksulfat
B05XA_IV_150_umol_umol	B05XA	150	umol	NA	NA	umol	IV	intravenous	Kolding_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	235	Zinksulfat sad, Zinksulfat SAD
B05XA_GA_350_umol_umol	B05XA	350	umol	NA	NA	umol	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Svendborg_extract	281	Zinksulfat
B05XA_IV_150.0_umol_umol	B05XA	150	umol	NA	NA	umol	IV	intravenous	bispebjerg, herlev, hvidovre, Odense_extract, Rigshospital_almen	463	Zinksulfat sad, Zinksulfat SAD
B05XA_GA_700_umol_umol	B05XA	700	umol	NA	NA	umol	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Svendborg_extract	612	Zinksulfat
B05XA_GA_700.0_umol_umol	B05XA	700	umol	NA	NA	umol	GA	gastrointestinal = peroral	herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Vejle_extract	2280	Zinksulfat
B05XA01_IV_0.05_mmol_mmol/kg/hour	B05XA01	0.05	mmol	1	ml	mmol/kg/hour	IV	intravenous	bispebjerg	5	Kaliumklorid SAD
B05XA01_IV_1.0_mmol_mmol/day	B05XA01	1	mmol	1	ml	mmol/day	IV	intravenous	Svendborg_extract	8	Kaliumklorid sad
B05XA01_IV_1.0_mmol_mmol/kg/hour	B05XA01	1	mmol	1	ml	mmol/kg/hour	IV	intravenous	Kolding_extract, Odense_extract	93	Kaliumklorid sad, Kaliumklorid SAD
B05XA01_IV_0.05_mmol_mmol/hour	B05XA01	0.05	mmol	1	ml	mmol/hour	IV	intravenous	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract, Vejle_extract	269	Kaliumklorid sad, Kaliumklorid SAD
B05XA01_IV_1.0_mmol_mmol/hour	B05XA01	1	mmol	1	ml	mmol/hour	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	3033	Kaliumchlorid """"Skanderborg"""", Kaliumchlorid 2 mmol/ml Skanderborg, Kaliumchlorid SA, Kaliumklorid B.Braun, Kaliumklorid RAP, Kaliumklorid sad, Kaliumklorid SAD
B05XA02_IV_0.5_mmol_mmol	B05XA02	0.5	mmol	1	ml	mmol	IV	intravenous	Odense_extract	14	Natriumbikarbonat SAD
B05XA03_IH_2.5_ml_ml	B05XA03	2.5	ml	NA	NA	ml	IH	inhalation	Rigshospital_almen	5	Natriumchlorid """"Noridem"""", Natriumklorid """"Skanderborg"""", Natriumklorid SAD
B05XA03_IH_3_mmol_mmol	B05XA03	3	mmol	NA	NA	mmol	IH	inhalation	Odense_extract	5	Natriumchlorid SA
B05XA03_IV_1.0_mmol_mmol/hour	B05XA03	1	mmol	1	ml	mmol/hour	IV	intravenous	Rigshospital_almen	5	Natriumchlorid, Natriumklorid """"Skanderborg""""
B05XA03_IH_2.0_mmol_mmol	B05XA03	2	mmol	NA	NA	mmol	IH	inhalation	Rigshospital_almen	6	Natriumchlorid
B05XA03_IH_2_ml_ml	B05XA03	2	ml	NA	NA	ml	IH	inhalation	Odense_extract	9	Natriumklorid SAD
B05XA03_IH_4_ml_ml	B05XA03	4	ml	NA	NA	ml	IH	inhalation	Odense_extract	9	Natriumchlorid isotonisk SA, Natriumchlorid SA, Natriumklorid SAD
B05XA03_IH_3.0_ml_ml	B05XA03	3	ml	NA	NA	ml	IH	inhalation	Rigshospital_almen	11	Natriumklorid """"Skanderborg"""", Natriumklorid SAD
B05XA03_IH_0.5_mmol_mmol	B05XA03	0.5	mmol	1	ml	mmol	IH	inhalation	Odense_extract	13	Natriumchlorid SA, Natriumklorid SA, Natriumklorid SAD
B05XA03_IH_2_mmol_mmol	B05XA03	2	mmol	NA	NA	mmol	IH	inhalation	Odense_extract	16	Natriumchlorid SA, Natriumklorid SA, Natriumklorid SAD
B05XA03_IH_4.0_mmol_mmol	B05XA03	4	mmol	NA	NA	mmol	IH	inhalation	Rigshospital_almen	19	Natriumchlorid, Natriumklorid """"Skanderborg"""", Natriumklorid SAD
B05XA03_IH_3.0_mmol_mmol	B05XA03	3	mmol	NA	NA	mmol	IH	inhalation	Rigshospital_almen	28	Natriumchlorid, Natriumklorid """"Skanderborg"""", Natriumklorid SAD
B05XA03_IH_5.0_ml_ml	B05XA03	5	ml	NA	NA	ml	IH	inhalation	Rigshospital_almen	33	Natriumchlorid, Natriumchlorid """"Noridem"""", Natriumklorid """"Skanderborg"""", Natriumklorid SAD
B05XA03_IH_4.0_ml_ml	B05XA03	4	ml	NA	NA	ml	IH	inhalation	herlev, Rigshospital_almen	160	Natriumchlorid, Natriumchlorid """"Noridem"""", Natriumklorid """"Skanderborg"""", Natriumklorid SAD
B05XA05_20_mmol_mmol	B05XA05	20	mmol	NA	NA	mmol	NA	[unknown]	Kolding_extract	5	Magnesiumsulfat SAD
B05XA05_IV_2.0_mmol_mmol	B05XA05	2	mmol	1	ml	mmol	IV	intravenous	Kolding_extract	6	Magnesiumsulfat SAD
B05XA05_IV_0.4_mmol_mmol	B05XA05	0.4	mmol	1	ml	mmol	IV	intravenous	herlev	7	Magnesiumsulfat """"RSS"""", Magnesiumsulfat SAD, Magnesiumsulfat Skanderborg 2mmol/ml
B05XA05_IV_10.0_mmol_mmol	B05XA05	10	mmol	NA	NA	mmol	IV	intravenous	Odense_extract	7	Magnesiumsulfat sad
B05XA05_IV_0.2_ml_ml/hour	B05XA05	0.2	ml	1	ml	ml/hour	IV	intravenous	herlev	10	Magnesiumsulfat """"FAS"""", Magnesiumsulfat """"SAF""""
B05XA05_IV_0.2_mmol_mmol/kg/hour	B05XA05	0.2	mmol	1	ml	mmol/kg/hour	IV	intravenous	Odense_extract	10	Magnesiumsulfat sad
B05XA05_IV_0.4_mmol_mmol/day	B05XA05	0.4	mmol	1	ml	mmol/day	IV	intravenous	herlev	14	Magnesiumsulfat, Magnesiumsulfat """"RSS"""", Magnesiumsulfat """"Skand"""" Heptahydrat, Magnesiumsulfat SAD
B05XA05_IV_0.181818181818182_mmol_mmol/hour	B05XA05	0.181818181818182	mmol	1	ml	mmol/hour	IV	intravenous	Esbjerg	18	Magnesiumsulfat, Magnesiumsulfat sad, Magnesiumsulfat SAD
B05XA05_IV_20.0_mmol_mmol	B05XA05	20	mmol	NA	NA	mmol	IV	intravenous	bispebjerg, Esbjerg, Odense_extract	27	Magnesiumsulfat sad, Magnesiumsulfat SAD
B05XA05_IV_0.2_mmol_mmol/hour	B05XA05	0.2	mmol	1	ml	mmol/hour	IV	intravenous	Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract	257	Magnesiumsulfat, Magnesiumsulfat """"FAS"""", Magnesiumsulfat """"RSS"""", Magnesiumsulfat """"SAF"""", Magnesiumsulfat sad, Magnesiumsulfat SAD
B05XA05_IV_0.2_mmol_mmol/kg	B05XA05	0.2	mmol	1	ml	mmol/kg	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	715	Magnesiumsulfat, Magnesiumsulfat sad, Magnesiumsulfat SAD
B05XA05_IV_0.2_mmol_mmol	B05XA05	0.2	mmol	1	ml	mmol	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	5076	Magnesiumsulfat, Magnesiumsulfat """"RSS"""", Magnesiumsulfat sad, Magnesiumsulfat SAD
B05XA06_GA_80.0_mmol_mmol	B05XA06	80	mmol	NA	NA	mmol	GA	gastrointestinal = peroral	Rigshospital_almen	5	Addiphos
B05XA06_IV_0.0793650793650794_mmol_mmol/day	B05XA06	0.0793650793650794	mmol	1	ml	mmol/day	IV	intravenous	hvidovre	5	Addiphos
B05XA06_IV_60_mmol_mmol	B05XA06	60	mmol	NA	NA	mmol	IV	intravenous	Vejle_extract	5	Addiphos
B05XA06_GA_0.4_mmol_mmol/kg	B05XA06	0.4	mmol	1	ml	mmol/kg	GA	gastrointestinal = peroral	Rigshospital_almen	6	Addiphos
